sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
49,49,3116313475888400,3116313483748500,3116313484695500,0.947,3116313483748500,3116313484695500,0.947,True,,,IDLE,IDLE,305,3116313.4759819,3116313475981900,7.8027998097240925,305,0,0.8994,55.9302,"[-4.049449762236069, -5.163612478019625, -9.519213636134578]","[2.747011434973933, -0.8631712762374616, 0.706752103702654]","[1.5226666666666764, -76.8961676792742, 19.019321640352167, 2.9918743314992837, 0.3096341967614978, 0.7011863551641846]","[1.522666666666675, -4.117165616186512, 3.8268084579768793, 0.9154509043761312, 0.3150589976962676, 0.7011822283126673]"
50,50,3116313525888400,3116313539927100,3116313540988200,1.0611,3116313539927100,3116313540988200,1.0611,True,,,IDLE,IDLE,312,3116313.5316599,3116313531659900,8.309599943459034,312,0,0.947,56.2927,"[-3.521752329292472, -5.333826986697778, -8.762242959669186]","[2.3576720334977193, -0.6731955856272919, 0.7065996569478594]","[1.700444444444454, -76.70615505499975, 18.71565749426355, 3.0422714362671077, 0.19134649469044723, 0.7011863551641846]","[1.7004444444444495, -3.9271624347149867, 3.523153754690709, 0.9658491206601751, 0.19677072542749163, 0.7011822276018937]"
51,51,3116313575888400,3116313579875300,3116313581027900,1.1526,3116313579875300,3116313581027900,1.1526,True,,,IDLE,IDLE,317,3116313.5717866,3116313571786600,8.132599759846926,317,0,1.0611,40.0397,"[-4.2210828156966675, -6.863403324630656, -8.679850232064801]","[2.5756518348256385, -0.38390322301677776, 0.7346741944455611]","[2.411555555555565, -76.8961676792742, 19.424207168470325, 3.143065645802756, -0.18717415193691445, 0.7254738941827281]","[2.411555555555559, -4.117184451253337, 4.231688615776383, 1.0666413561629877, -0.18174939583881955, 0.7254697674003291]"
52,52,3116313625888400,3116313627853500,3116313628898900,1.0454,3116313627853500,3116313628898900,1.0454,True,,,IDLE,IDLE,323,3116313.6203796,3116313620379600,7.523299660533667,323,0,1.1526,47.871,"[-4.508355879824479, -4.654836020596619, -9.503846668920534]","[2.4722461607964643, -0.6353962404117225, 0.7075216029746697]","[1.1671111111111208, -77.08618030354864, 19.525428550499864, 3.143065645802756, 0.025743711790976516, 0.7011863551641846]","[1.167111111111117, -4.307179316860967, 4.332916444524059, 1.0666422560223756, 0.031168515662616907, 0.7011822284592121]"
53,53,3116313675888400,3116313684033000,3116313685300000,1.267,3116313684033000,3116313685300000,1.267,True,,,IDLE,IDLE,330,3116313.6758096,3116313675809600,8.26490018516779,330,0,1.0454,56.4011,"[-4.122621343707651, -5.78599200357466, -9.883244307390868]","[2.610490892053139, -0.4917303245407685, 0.6852613250744649]","[1.878222222222232, -77.46620555209752, 19.525428550499864, 3.092668541034932, -0.06888644986586392, 0.6768988161456411]","[1.8782222222222278, -4.687196485334141, 4.332908364448365, 1.0162440745737311, -0.06346135923846809, 0.6768946898686217]"
54,54,3116313725888400,3116313739910000,3116313741019900,1.1099,3116313739910000,3116313741019900,1.1099,True,,,IDLE,IDLE,337,3116313.7319849,3116313731984900,7.970400154590607,337,0,1.267,55.7199,"[-3.5542829135727927, -5.429324593572641, -8.251011979189629]","[2.0445341127484253, -0.5795106479323933, 0.7545040871118383]","[1.700444444444454, -76.51614243072531, 18.71565749426355, 3.1934627505705806, 0.09671633303360683, 0.7497614332012715]","[1.7004444444444502, -3.7371414440376327, 3.5231453882877446, 1.1170393607902, 0.10214113690524722, 0.749757306496299]"
55,55,3116313775888400,3116313779897300,3116313781306100,1.4088,3116313779897300,3116313781306100,1.4088,True,,,IDLE,IDLE,342,3116313.7718978,3116313771897800,8.07810015976429,342,0,1.1099,40.2862,"[-6.014320914494442, -5.297118918944066, -9.116543466645696]","[2.8860017013230514, -1.0675224148970581, 0.8269746820361424]","[1.1671111111111208, -76.32612980645088, 19.93031407861802, 3.2942569601062286, 0.2623191159330776, 0.822624050256902]","[1.1671111111111176, -3.5471285334368616, 4.737801686315832, 1.2178335728333405, 0.2677442061835577, 0.8226199239812948]"
56,56,3116313825888400,3116313827838300,3116313829201100,1.3628,3116313827838300,3116313829201100,1.3628,True,,,IDLE,IDLE,348,3116313.820052,3116313820052000,7.864299695938826,348,0,1.4088,47.895,"[-3.3651022538336384, -5.649224790334113, -8.478535182888967]","[1.9892167693174028, -0.720151526885129, 0.7286269813002253]","[1.878222222222232, -76.51614243072531, 18.51321473020447, 3.1934627505705806, 0.2623191159330776, 0.7254738941827281]","[1.8782222222222278, -3.7371508367254336, 3.3206878115314957, 1.1170373866166652, 0.2677444447364024, 0.7254697682520231]"
57,57,3116313875888400,3116313883786900,3116313885332600,1.5457,3116313883786900,3116313885332600,1.5457,True,,,IDLE,IDLE,355,3116313.8762456,3116313876245600,7.619800046086311,355,0,1.3628,56.1315,"[-4.880496205602115, -5.939278539503842, -8.880331565177046]","[2.7984901769207906, -0.8270286417479984, 0.8287908993906054]","[1.700444444444454, -76.51614243072531, 19.424207168470325, 3.1934627505705806, 0.16768895427623715, 0.822624050256902]","[1.7004444444444542, -3.737125284309485, 4.23167890276634, 1.1170372072877601, 0.17311433123002234, 0.8226199244022113]"
58,58,3116313925888400,3116313931898800,3116313933413100,1.5143,3116313931898800,3116313933413100,1.5143,True,,,IDLE,IDLE,361,3116313.9239256,3116313923925600,8.052300196141005,361,0,1.5457,48.0805,"[-3.5077539208020925, -3.59297181235636, -8.382287312252211]","[1.4394802601106276, -0.4741071581824708, 0.6310498864638471]","[0.8115555555555651, -76.70615505499975, 18.81687887629309, 3.243859855338404, 0.002086171376766406, 0.6283237381085541]","[0.8115555555555614, -3.927137909006248, 3.624350611011433, 1.1674343119146635, 0.007511547901186239, 0.6283196122482388]"
59,59,3116313975888400,3116313988028600,3116313989333200,1.3046,3116313988028600,3116313989333200,1.3046,True,,,IDLE,IDLE,368,3116313.9800072,3116313980007200,8.135799784213305,368,0,1.5143,55.9201,"[-3.652212605518641, -4.963955845069959, -8.174086890588807]","[2.5231649127082107, -0.714777519675366, 0.6584542380410942]","[1.5226666666666764, -76.32612980645088, 18.61443611223401, 2.8910801219636353, 0.21500403510465738, 0.6526112771270975]","[1.5226666666666735, -3.5471207401098184, 3.4219159266048393, 0.8146556553615141, 0.22042912530268782, 0.6526071508444536]"
60,60,3116314025888400,3116314028222500,3116314029993800,1.7713,3116314028222500,3116314029993800,1.7713,True,,,IDLE,IDLE,373,3116314.0207176,3116314020717600,7.565800100564957,373,0,1.3046,40.6606,"[-5.526891414315256, -5.796503439314867, -8.451938696667812]","[2.3209025845098816, -0.9278075833821204, 0.8254810797160063]","[1.5226666666666764, -76.13611718217643, 19.626649932529403, 3.445448274409701, 0.19134649469044723, 0.822624050256902]","[1.522666666666672, -3.3571501134634474, 4.434147539143357, 1.3690261384135738, 0.1967706781357615, 0.8226199226298456]"
61,61,3116314075888400,3116314084198600,3116314085554000,1.3554,3116314084198600,3116314085554000,1.3554,True,,,IDLE,IDLE,380,3116314.0760213,3116314076021300,8.238199632614851,380,0,1.7713,55.5602,"[-3.5474862093790356, -3.6538282436826717, -8.157270495977118]","[1.8442091152508258, -0.34135581394729686, 0.6585827016010244]","[0.8115555555555651, -76.70615505499975, 18.918100258322628, 3.092668541034932, -0.13985907110849424, 0.6526112771270975]","[0.8115555555555594, -3.9271624342926685, 3.7255965183274604, 1.0162462255689197, -0.13443483994208455, 0.652607149570431]"
62,62,3116314125888400,3116314131912700,3116314133284700,1.372,3116314131912700,3116314133284700,1.372,True,,,IDLE,IDLE,386,3116314.1240191,3116314124019100,7.971200160682201,386,0,1.3554,47.7307,"[-3.603209740497031, -5.354616479474924, -7.732122452965652]","[1.3828263130542569, -0.2943810921098824, 0.7053154072291289]","[1.700444444444454, -76.51614243072531, 18.918100258322628, 3.395051169641877, -0.18717415193691445, 0.7011863551641846]","[1.7004444444444502, -3.737124258448759, 3.7255951721406824, 1.3186286745650628, -0.18174987347877478, 0.7011822276722836]"
63,63,3116314175888400,3116314180238100,3116314181970600,1.7325,3116314180238100,3116314181970600,1.7325,True,,,IDLE,IDLE,392,3116314.1719577,3116314171957700,8.342099841684103,392,0,1.372,48.6859,"[-3.8519581669827483, -3.999046973444889, -8.223260820069255]","[1.8280648813505471, -0.5464225463326022, 0.8023186035510086]","[0.8115555555555651, -76.51614243072531, 18.918100258322628, 3.2942569601062286, 0.025743711790976516, 0.7983365112383585]","[0.8115555555555612, -3.737124258448759, 3.7255951721406824, 1.2178344650294144, 0.031167990249116182, 0.7983323837464574]"
64,64,3116314225888400,3116314227775800,3116314229082900,1.3071,3116314227775800,3116314229082900,1.3071,True,,,IDLE,IDLE,398,3116314.2203487,3116314220348700,7.502899970859289,398,0,1.7325,47.1123,"[-5.477381124545356, -5.977580087159002, -8.314059803898603]","[2.512963126538272, -0.6622468310270068, 0.7560503737546129]","[1.700444444444454, -76.32612980645088, 19.829092696588482, 3.2942569601062286, -0.06888644986586392, 0.7497614332012715]","[1.7004444444444466, -3.5471374219552274, 4.636564987420307, 1.2178315564429076, -0.06346140994888616, 0.7497573067002807]"
65,65,3116314275888400,3116314283675400,3116314284682300,1.0069,3116314283675400,3116314284682300,1.0069,True,,,IDLE,IDLE,405,3116314.2757712,3116314275771200,7.960799615830183,405,0,1.3071,55.5994,"[-4.55326286432241, -5.903387196346297, -7.376341726873976]","[2.260323426036419, -0.5884539336246332, 0.6826226592468291]","[1.878222222222232, -75.94610455790199, 19.120543022381707, 3.143065645802756, -0.0215713690374437, 0.6768988161456411]","[1.8782222222222282, -3.167138802224443, 3.92801773664384, 1.0666404588111753, -0.016146374334053977, 0.676894689715181]"
66,66,3116314325888400,3116314339822300,3116314340747300,0.925,3116314339822300,3116314340747300,0.925,True,,,IDLE,IDLE,412,3116314.3317346,3116314331734600,8.116899989545345,412,0,1.0069,56.065,"[-4.101660742413275, -5.587182614040064, -9.56267075549306]","[2.2036485213688817, -0.5093087058606138, 0.7559474049469378]","[1.700444444444454, -77.27619292782308, 19.424207168470325, 3.2942569601062286, -0.04522890945165381, 0.7497614332012715]","[1.7004444444444482, -4.497200307115989, 4.231703428475157, 1.2178346446402162, -0.039804678285244116, 0.749757305644605]"
67,67,3116314375888400,3116314379843300,3116314380860100,1.0168,3116314379843300,3116314380860100,1.0168,True,,,IDLE,IDLE,417,3116314.3717587,3116314371758700,8.127300068736076,417,0,0.925,40.1128,"[-4.44064869629131, -5.867030813245218, -7.448614063246194]","[1.8649505753553102, -0.6411717263277549, 0.6801711044657056]","[1.878222222222232, -75.94610455790199, 19.019321640352167, 3.2942569601062286, 0.04940125220518662, 0.6768988161456411]","[1.8782222222222258, -3.1671116504462162, 3.826817613608277, 1.217834647288627, 0.05482577017980218, 0.6768946890239642]"
68,68,3116314425888400,3116314435704500,3116314436735200,1.0307,3116314435704500,3116314436735200,1.0307,True,,,IDLE,IDLE,424,3116314.4278244,3116314427824400,7.915500085800886,424,0,1.0168,55.8751,"[-3.7048085776931208, -6.581987422506504, -8.517999720186692]","[2.065554908290716, -0.33635980217366773, 0.6597254458664166]","[2.411555555555565, -76.8961676792742, 19.120543022381707, 3.1934627505705806, -0.16351661152270436, 0.6526112771270975]","[2.4115555555555597, -4.1171650932334245, 3.9280535224354516, 1.1170424142937025, -0.15809233253029903, 0.6526071496548941]"
69,69,3116314475888400,3116314483898300,3116314485224600,1.3263,3116314483898300,3116314485224600,1.3263,True,,,IDLE,IDLE,430,3116314.4760011,3116314476001100,7.965900003910065,430,0,1.0307,48.4894,"[-4.995980587855403, -4.157035892431278, -9.315284388382512]","[3.0291126782823463, -0.6798909671734624, 0.7098630402287612]","[0.8115555555555651, -76.8961676792742, 19.727871314558943, 2.9414772267314597, 0.002086171376766406, 0.7011863551641846]","[0.8115555555555635, -4.117175562736875, 4.535368078732901, 0.8650549534823506, 0.007510977808334816, 0.7011822286071688]"
70,70,3116314525888400,3116314539992400,3116314541350100,1.3577,3116314539992400,3116314541350100,1.3577,True,,,IDLE,IDLE,437,3116314.5319997,3116314531999700,8.044800255447626,437,0,1.3263,56.1255,"[-3.993422803221771, -6.241637495284754, -9.660413562430074]","[2.4366011779509593, -0.5683579521220641, 0.780838160155157]","[2.05600000000001, -77.27619292782308, 19.322985786440785, 3.243859855338404, 0.025743711790976516, 0.774048972219815]","[2.056000000000009, -4.497201097612063, 4.130482836941129, 1.1674375795818301, 0.031168231843704583, 0.7740448452334339]"
71,71,3116314575888400,3116314587705600,3116314588992400,1.2868,3116314587705600,3116314588992400,1.2868,True,,,IDLE,IDLE,443,3116314.5800183,3116314580018300,7.809699978679419,443,0,1.3577,47.6423,"[-3.469861753353581, -5.811825576498026, -8.392378043723125]","[2.0689226768243874, -0.6637169123932175, 0.8024148094162731]","[1.878222222222232, -76.51614243072531, 18.61443611223401, 3.243859855338404, 0.19134649469044723, 0.7983365112383585]","[1.8782222222222296, -3.737123971700086, 3.4219307393033436, 1.1674373629100012, 0.1967710599567927, 0.798332384181447]"
72,72,3116314625888400,3116314628191000,3116314629569100,1.3781,3116314628191000,3116314629569100,1.3781,True,,,IDLE,IDLE,448,3116314.6203418,3116314620341800,7.901299744844437,448,0,1.2868,40.5767,"[-4.376195509048948, -5.2138374889499115, -10.402618461349812]","[2.701587341585148, -0.7625052123479353, 0.6831792901755936]","[1.5226666666666764, -77.46620555209752, 19.525428550499864, 3.092668541034932, 0.16768895427623715, 0.6768988161456411]","[1.5226666666666706, -4.687169334411266, 4.332929624288562, 1.016246948466081, 0.17311356731612781, 0.676894689166156]"
73,73,3116314675888400,3116314684002000,3116314685223500,1.2215,3116314684002000,3116314685223500,1.2215,True,,,IDLE,IDLE,455,3116314.6758379,3116314675837900,8.215299807488918,455,0,1.3781,55.6544,"[-4.718472095398312, -6.000674058652322, -9.39504963066895]","[3.295158137386637, -0.7396583051347098, 0.7106228367287153]","[1.878222222222232, -76.8961676792742, 19.525428550499864, 2.8910801219636353, 0.09671633303360683, 0.7011863551641846]","[1.8782222222222302, -4.11718280220073, 4.33290834875376, 0.8146557999960948, 0.10214165895250923, 0.7011822290939713]"
74,74,3116314725888400,3116314739870600,3116314740807200,0.9366,3116314739870600,3116314740807200,0.9366,True,,,IDLE,IDLE,462,3116314.7318295,3116314731829500,8.068600203841925,462,0,1.2215,55.5837,"[-3.6942256791992634, -4.468746049283752, -8.174700130042616]","[2.032667566100423, -0.3379000347410226, 0.7324162522220767]","[1.1671111111111208, -76.70615505499975, 19.019321640352167, 3.143065645802756, -0.16351661152270436, 0.7254738941827281]","[1.167111111111117, -3.9271604984911903, 3.8268159645559, 1.0666433006574403, -0.15809152372727858, 0.7254697677732374]"
75,75,3116314775888400,3116314787680700,3116314788850500,1.1698,3116314787680700,3116314788850500,1.1698,True,,,IDLE,IDLE,468,3116314.7799391,3116314779939100,7.850199937820435,468,0,0.9366,48.0433,"[-4.870760044517302, -4.883317867352696, -9.107115848789615]","[2.109921298094291, -0.7724869284887651, 0.7773121339833984]","[1.1671111111111208, -76.70615505499975, 19.525428550499864, 3.395051169641877, 0.12037387344781694, 0.774048972219815]","[1.1671111111111199, -3.927160784817545, 4.332923161029985, 1.318628821989042, 0.1257986748644031, 0.7740448453809589]"
76,76,3116314825888400,3116314827876700,3116314829235100,1.3584,3116314827876700,3116314829235100,1.3584,True,,,IDLE,IDLE,473,3116314.8204273,3116314820427300,7.528000045567751,473,0,1.1698,40.3846,"[-4.893604518505893, -5.640987255461615, -8.590989377173049]","[2.958965695185972, -0.6633421331654474, 0.6610932223920432]","[1.700444444444454, -76.51614243072531, 19.525428550499864, 2.9414772267314597, 0.002086171376766406, 0.6526112771270975]","[1.7004444444444522, -3.737140080888949, 4.332915081375868, 0.8650538022567478, 0.007511259119740999, 0.6526071507105701]"
77,77,3116314875888400,3116314884105700,3116314885270800,1.1651,3116314884105700,3116314885270800,1.1651,True,,,IDLE,IDLE,480,3116314.876024,3116314876024000,8.140400052070618,480,0,1.3584,56.0357,"[-4.433610613249192, -4.493880045440885, -9.109115740369154]","[1.8420619615952918, -0.807999222246512, 0.6299199209601688]","[1.1671111111111208, -76.70615505499975, 19.221764404411246, 3.2942569601062286, 0.21500403510465738, 0.6283237381085541]","[1.167111111111119, -3.9271355195744206, 4.029257955081002, 1.2178344303350719, 0.22042859743413332, 0.628319610905098]"
78,78,3116314925888400,3116314947691000,3116314948718500,1.0275,3116314947691000,3116314948718500,1.0275,True,,,IDLE,IDLE,486,3116314.9237789,3116314923778900,23.987799882888794,486,0,1.1651,63.4477,"[-3.996956908112482, -5.107064288522616, -7.700200540648638]","[2.514526782316822, -0.6162734905536942, 0.6836220968072781]","[1.5226666666666764, -76.13611718217643, 18.81687887629309, 2.9414772267314597, 0.07305879261939673, 0.6768988161456411]","[1.5226666666666726, -3.3571000361829277, 3.624350611011433, 0.8650516833077191, 0.07848416914381656, 0.6768946902853258]"
79,79,3116314975888400,3116314987869000,3116314988841000,0.972,3116314987869000,3116314988841000,0.972,True,,,IDLE,IDLE,491,3116314.9797845,3116314979784500,8.125700056552887,491,0,1.0275,40.1225,"[-3.8338037125392783, -5.688502609404532, -8.186515918297316]","[2.1306461025936607, -0.3325344684048153, 0.8543966444529804]","[1.700444444444454, -76.70615505499975, 19.120543022381707, 3.2942569601062286, -0.18717415193691445, 0.8469115892754455]","[1.7004444444444533, -3.9271379094285805, 3.92801475752238, 1.2178314165415673, -0.18174877584185992, 0.8469074634095056]"
